eval_time,anc_time,anc_state,eval_state,proportion,hpdl,hpdu
2022-06-11,2022-05-28,Baja California,Rest of World,0.020520483742868526,0.0,0.14285714285714285
2022-06-11,2022-05-28,Rest of World,United States,0.04904877450448694,0.0,0.12903225806451613
2022-06-11,2022-05-28,United States,United States,0.6915003180174026,0.52,0.88
2022-06-11,2022-05-28,Mexico,United States,0.047689938803442564,0.0,0.13043478260869565
2022-06-11,2022-05-28,Los Angeles,United States,0.071041054424819,0.0,0.17391304347826086
2022-06-11,2022-05-28,San Diego,United States,0.11011444328677948,0.0,0.23333333333333334
2022-06-11,2022-05-28,Baja California,United States,0.030605470963069488,0.0,0.10714285714285714
2022-06-11,2022-05-28,Rest of World,Mexico,0.10701788021401516,0.0,0.5
2022-06-11,2022-05-28,United States,Mexico,0.04271209865430456,0.0,0.3333333333333333
2022-06-11,2022-05-28,Mexico,Mexico,0.5713937270098778,0.0,1.0
2022-06-11,2022-05-28,Los Angeles,Mexico,0.07558161865143939,0.0,0.3333333333333333
2022-06-11,2022-05-28,San Diego,Mexico,0.10948331689720624,0.0,0.5
2022-06-11,2022-05-28,Baja California,Mexico,0.09381135857315694,0.0,0.5
2022-06-11,2022-05-28,Rest of World,Los Angeles,0.06703761457041858,0.01694915254237288,0.11392405063291139
2022-06-11,2022-05-28,United States,Los Angeles,0.11204493007754092,0.028985507246376812,0.19540229885057472
2022-06-11,2022-05-28,Mexico,Los Angeles,0.09062021946600175,0.023255813953488372,0.16049382716049382
2022-06-11,2022-05-28,Los Angeles,Los Angeles,0.5382218720923955,0.4189189189189189,0.6521739130434783
2022-06-11,2022-05-28,San Diego,Los Angeles,0.14824255915804804,0.057971014492753624,0.23853211009174313
2022-06-11,2022-05-28,Baja California,Los Angeles,0.04383280463559529,0.0,0.08928571428571429
2022-06-11,2022-05-28,Rest of World,San Diego,0.09260297294937825,0.0,0.20833333333333334
2022-06-11,2022-05-28,United States,San Diego,0.08746222677447746,0.0,0.22448979591836735
