date,efficiency,distance,county_distance
2020-05-11,165.8356855999717,53.62368180394172,191.45731869504843
2020-05-18,186.4203051086772,60.65898815505283,205.7282755455536
2020-05-25,191.8481406385434,62.66858772646164,210.88402459198744
2020-06-01,183.231759357048,65.91966537622162,219.5724606033997
2020-06-08,188.05283028260183,65.19505151996799,213.72634325711505
2020-06-15,191.15277940787269,71.96160859222802,229.91887118250656
2020-06-22,202.75354649921712,80.23400856883077,249.3345367489328
2020-06-29,216.45394304164935,81.68251469502388,253.52554950822568
2020-07-06,215.16823007113055,82.90121866010095,255.86409608767897
2020-07-13,205.35166479156345,82.47187747554307,255.22202286995008
2020-07-20,204.29954579875172,82.90275038428003,254.81301338277697
2020-07-27,208.345863234266,76.16756704769234,237.93661790417937
2020-08-03,203.31874085999627,78.23026546797219,244.47833644098927
2020-08-10,229.2767166283117,81.97048782379798,250.52110987062
2020-08-17,230.58078529454843,81.65640487081949,249.85501561844495
2020-08-24,218.27141436944945,78.13359783334832,243.7609138000801
2020-08-31,222.57587969894843,72.6161088753516,229.28587052485773
2020-09-07,213.26550065493265,70.21286798843587,227.9500407926704
2020-09-14,206.64673116842468,70.01096592537293,228.7043930770036
2020-09-21,200.14936353093867,71.18301606214153,231.6526442338805
2020-09-28,195.7353338376575,63.692583602791885,213.4725514216717
2020-10-05,213.7493711752668,72.1095109658535,234.5945037654272
2020-10-12,212.7191179863973,73.20072983881968,237.76494870054867
2020-10-19,206.4755311049101,70.91252609833772,234.5326043958132
2020-10-26,186.1025624046369,64.4449505991829,224.5062488355163
2020-11-02,193.78782195660588,62.224112890336094,214.66631601215005
2020-11-09,201.40085859050168,64.22346215640465,218.4726878156592
2020-11-16,204.02825232878703,66.72918591565782,227.7464170500711
2020-11-23,245.077119381954,85.1817821772755,263.5993830448513
2020-11-30,194.5547795991937,59.97924915073972,206.283254035172
2020-12-07,195.5036494543532,60.59045527220612,205.83174560891908
2020-12-14,203.21943010119296,66.69531110223927,222.42198176205667
2020-12-21,248.1896447133315,89.82994780635227,283.88013269738985
2020-12-28,267.6924359266412,91.80321620446796,284.35710820364443
2021-01-04,198.11727415388765,66.40733809593556,225.8505012257011
2021-01-11,210.98379635536287,68.3301949036663,227.53865239228008
2021-01-18,220.5906229723576,66.85259701107326,223.08378257507337
2021-01-25,206.72380733056207,65.12158483519309,221.47902849647687
2021-02-01,196.10653721320497,57.42686647188837,202.75823680958592
2021-02-08,214.41485367527056,67.88390433965765,229.38562365544743
2021-02-15,217.2775730028704,70.93820476170956,238.27372819270323
2021-02-22,200.397158211152,67.23224121987148,223.77371538905203
2021-03-01,197.16581955031148,63.82738446300403,215.9359731658529
2021-03-08,218.24246196497924,77.62174079276348,253.05278623531584
2021-03-15,232.1666416882288,90.45015016123416,279.4408542963973
2021-03-22,232.09899276284,90.1582761015906,283.0294448483833
2021-03-29,250.4783126060125,101.35468745293184,311.2171219387144
2021-04-05,231.2656528711394,90.761559961026,284.8847914108516
2021-04-12,218.00498922681385,78.62262349287073,257.2776300791716
2021-04-19,222.19808171447968,80.41294250326774,260.92030030896564
2021-04-26,217.2079951385696,79.24595607409043,259.2192060561805
2021-05-03,217.93101950819752,78.06497692099373,254.9970130391625
2021-05-10,227.7157877793746,87.32843848592319,280.8326525383732
2021-05-17,218.1544224345221,90.14840152879948,288.2364925747588
2021-05-24,245.9158674391234,103.42577052425035,309.950076994255
2021-05-31,241.16897641537744,110.79332339024867,329.37286075722943
2021-06-07,233.33672895318452,115.8885771852833,343.00279425749324
2021-06-14,249.32520239828227,123.14294539188676,354.7688300213901
2021-06-21,254.49650859930168,133.55535933149775,374.21516239420674
2021-06-28,259.0918002563256,138.98688974649173,387.2296842044771
2021-07-05,262.0660523951676,140.66192297283462,384.8418248352006
2021-07-12,252.3170347664665,137.92541270172202,381.263240894785
2021-07-19,247.4700250624344,140.39528001610947,385.1640852377048
