# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed Jun 02 17:20:30 GMT 2021 [seed=1123581]
# -beagle_GPU -beagle_order 4 -seed 1123581 -save_every 10000000 -save_stem 2021-06-02_discrete_only.xml_run1 2021-06-02_discrete_only.xml
state	Location.rates.Arizona.California	Location.rates.Arizona.New Mexico	Location.rates.Arizona.Texas	Location.rates.Arizona.Baja California	Location.rates.Arizona.San Diego	Location.rates.Arizona.United States	Location.rates.Arizona.Mexico	Location.rates.Arizona.Rest of World	Location.rates.California.New Mexico	Location.rates.California.Texas	Location.rates.California.Baja California	Location.rates.California.San Diego	Location.rates.California.United States	Location.rates.California.Mexico	Location.rates.California.Rest of World	Location.rates.New Mexico.Texas	Location.rates.New Mexico.Baja California	Location.rates.New Mexico.San Diego	Location.rates.New Mexico.United States	Location.rates.New Mexico.Mexico	Location.rates.New Mexico.Rest of World	Location.rates.Texas.Baja California	Location.rates.Texas.San Diego	Location.rates.Texas.United States	Location.rates.Texas.Mexico	Location.rates.Texas.Rest of World	Location.rates.Baja California.San Diego	Location.rates.Baja California.United States	Location.rates.Baja California.Mexico	Location.rates.Baja California.Rest of World	Location.rates.San Diego.United States	Location.rates.San Diego.Mexico	Location.rates.San Diego.Rest of World	Location.rates.United States.Mexico	Location.rates.United States.Rest of World	Location.rates.Mexico.Rest of World	Location.indicators.Arizona.California	Location.indicators.Arizona.New Mexico	Location.indicators.Arizona.Texas	Location.indicators.Arizona.Baja California	Location.indicators.Arizona.San Diego	Location.indicators.Arizona.United States	Location.indicators.Arizona.Mexico	Location.indicators.Arizona.Rest of World	Location.indicators.California.New Mexico	Location.indicators.California.Texas	Location.indicators.California.Baja California	Location.indicators.California.San Diego	Location.indicators.California.United States	Location.indicators.California.Mexico	Location.indicators.California.Rest of World	Location.indicators.New Mexico.Texas	Location.indicators.New Mexico.Baja California	Location.indicators.New Mexico.San Diego	Location.indicators.New Mexico.United States	Location.indicators.New Mexico.Mexico	Location.indicators.New Mexico.Rest of World	Location.indicators.Texas.Baja California	Location.indicators.Texas.San Diego	Location.indicators.Texas.United States	Location.indicators.Texas.Mexico	Location.indicators.Texas.Rest of World	Location.indicators.Baja California.San Diego	Location.indicators.Baja California.United States	Location.indicators.Baja California.Mexico	Location.indicators.Baja California.Rest of World	Location.indicators.San Diego.United States	Location.indicators.San Diego.Mexico	Location.indicators.San Diego.Rest of World	Location.indicators.United States.Mexico	Location.indicators.United States.Rest of World	Location.indicators.Mexico.Rest of World	Location.nonZeroRates
1070500	0.35408108740206845	1.032921462912732	0.23712373095807782	0.16015480112351008	0.4199061334875977	0.8210179573667981	3.818058149570508	0.16137299588782636	0.025900768328042664	0.7619031084319778	1.3823626652569554	0.9048109958880662	0.8522233537490067	0.11761730002108638	0.7709003701310096	0.04859191857130291	0.7700761424163439	0.11418334105894966	0.944174796515907	3.396895167774824	0.025745686791915932	1.47075417482973	0.3059554094529402	1.3428723067607269	0.49004109692697295	0.799987467389449	8.580740703782629	1.9148975781557434	4.640827170785686	0.2692807202108036	5.723088971221291	2.166717431277483	0.6255083013550825	1.7709278991276107	1.3930492237760264	0.4278009661745005	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
1071000	0.2876816378350027	0.20961973779928247	1.4737358593570369	0.29829867828567946	0.24341935629559683	1.2661875593633236	2.638750543557691	0.12563707165988652	0.0074695322648985684	0.4405174471234096	0.23781707554589746	1.0647711870695413	0.8008782066932768	0.2673329157919308	0.45143382088748546	0.1510608724407583	1.1349056379767564	0.3141093209252088	0.5675122807625517	2.0690260842052313	0.027594697754502972	0.4164461014109518	0.559731214867603	1.1922787426582167	1.298443753989317	1.5153256078290072	8.06797793588688	1.3552611777285297	3.6089140548320313	0.2894923920970452	5.118611958268068	2.0449304125949888	0.35236334619781484	2.383405395428967	1.384576330471502	0.4838017832707959	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
1071500	0.14919903913645477	0.3060115018078869	0.472366044759462	0.10075708497058519	0.37359080355915053	0.6964514597106517	2.4966945140678884	0.2770955929348423	0.01072191704312435	0.5400452750658444	0.40783116755859816	0.42166949210437094	0.9661659741790596	0.15230302419171746	0.4551385087411214	0.19580701655361085	0.9758069817345504	0.3676141316822839	0.39606346895937755	2.969888396159812	0.03298999796388897	0.551030513609234	0.09188292174738565	1.3446636612853027	0.49635291975662327	3.0028455095914395	5.7551541170831015	0.9424676271595949	2.878111642581024	0.2418989473491871	3.1255688743183496	1.6349400097857052	0.4650934032143573	1.1377773942222313	1.0980707475619782	0.6744809647827512	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	22.0
1072000	0.24424828399775111	0.31824324696610257	0.24499225472587374	0.06600908518246391	0.6133869267276124	0.5100225695702796	0.43062487281184975	0.26094241639471394	0.010511581486341905	0.44156562323331083	0.6309724602149339	1.095318049600528	0.6299800069364117	0.20813158416841654	0.512404308013089	0.07666358720788084	2.1468639018506526	0.505768462138414	0.7184286526315198	2.5053299088939176	0.046580414816740384	0.6288825234794507	0.16357035088556945	1.8574058515320675	0.3243165731440793	2.2134128390749623	7.270842156524512	2.0397002262265365	3.505465567736524	0.7065523995312151	4.7581133625888095	2.298266250236135	0.5613674673831136	2.1193395183999875	0.973496759626352	0.4745633268008731	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	23.0
1072500	0.37063414614308743	0.38697136385402847	0.166667598790079	0.19685033784979408	0.5916466202159713	0.5714518007805957	0.41552891538823067	0.37711294530535483	0.10562150774924847	0.5236418820307636	0.30744829720441247	1.1602217687175878	0.8246449988518949	0.3132161905985084	0.5786232862924398	0.27276874723905464	2.421376570651145	0.5149106009119421	0.3776232386721675	1.2077387196679614	0.025308818418221416	0.6285600915539652	0.1832974826782812	1.034151484581294	0.37942755863395894	3.850991575744382	7.164618135763756	1.2896767646342528	3.2251901324837875	2.1102026019252214	4.085569756581355	1.9214461344120142	0.18660422140496233	1.5835380292987367	0.9991676308907291	0.21854299654150766	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	22.0
1073000	0.6382658223197529	0.06056811144093244	0.12710475529643592	0.25026899626836424	0.3497225731951292	0.6272562640154539	1.4024213365338583	0.38269686121707236	0.04512900433791885	0.44848615979089984	0.7050504109191482	0.5822224034288065	0.1602684846923086	0.13603998708656717	0.3797745472196538	0.8111446155176567	1.4078144534433858	0.24091758411102704	0.7561251270105722	1.953688205811321	0.03229127712475164	0.9852655943110441	0.11273835063679563	1.1298922326141758	0.718778111026228	2.762056500940673	6.2741225572539525	1.1656578805110065	2.731435647054706	3.7485505427043067	4.6426692447355435	2.6284560184632415	0.6167488827502883	1.0267662492149465	1.01964651677002	0.18816568947461682	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	22.0
1073500	0.8226721863245278	0.13225010660253134	0.11728792068706863	0.3211749543245035	0.3872365284990847	0.6385656316509524	0.35905978143087974	1.1414609227786403	0.0711640379070977	0.13522399054949316	0.7725185834890803	0.9398107254362139	0.5658089679033202	0.1382258393669531	0.537429783977616	1.1664697424992654	2.2538927663767843	0.30585241149642706	0.6710536259502955	0.9080224750491536	0.09058391795330326	0.4247677779508298	0.06497730910670972	1.343391500855398	2.3130741735301417	4.464300334322268	5.7541736075955585	1.3748640864300767	3.3064880198136195	5.428920668004485	5.062731960271958	1.4411676192234575	0.5205427272556828	1.8087318649313535	1.2760161221617634	0.2729478408250255	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	21.0
1074000	0.09443110200592529	0.08664067847439542	0.3586947668346753	0.41397582237602254	0.318665027693334	1.0846695238690807	0.6961087656402106	1.7480380650164917	0.14746288712685238	0.2187306182022815	0.6722827223859796	0.8747568553063493	0.4836550843810991	0.14170231529135746	0.4177722209790186	2.5822100175854374	2.9199088849133967	0.18993368433589283	0.5149685405119001	0.8783341547487966	0.026690440630118384	0.47192539484763246	0.036321337157363374	1.3380097732513365	1.579962956483798	1.4800516400080432	7.227001943393743	1.0997433749243213	2.7183045491423408	1.4089705789629055	3.4329140568898575	2.1900785784586194	0.6240097669604661	1.829993155106965	0.9042896301845783	0.28338450678758115	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	23.0
1074500	0.07752736361769917	0.06286948706115898	0.27136563723714546	1.0721667221107336	0.5683586268229092	0.7021490843705522	0.46169121455352313	3.017268975822443	0.09559047713173002	0.0637778741250593	0.429850627639608	0.6944712550060047	0.7701977288398613	0.04331567538921957	0.539313905958067	2.1806356166498957	2.7029887091966796	0.28881630303328976	0.8517792199052481	1.6510930992622979	0.038977817884846465	1.0226825658570493	0.047084638008303585	1.0924842600321216	0.441638062090158	1.3515675287455167	6.335878577830835	1.5038624963680154	3.5531665718774694	0.48503052350700904	3.27491033956852	1.7893784989340176	0.20039799566557262	2.060016714344504	1.2377925432913486	0.21464276773676727	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	22.0
1075000	0.098287533099029	0.3378670903791217	0.5511350608850256	0.6216211516811858	0.32365078342056364	0.579829492423498	0.21635216971203905	0.6836508885035282	0.021084706734427316	0.2932697730809517	0.380089194163307	1.0082984326713789	0.8936580253810187	0.04995569824572738	0.4429007900731423	4.0102476019127025	0.5213864930294012	0.25012995185263925	0.46068080368944053	0.7055283422772954	0.04185965251863401	2.507793885688945	0.16685515425766112	0.7966081240081772	1.009798319779728	1.3338840505975134	6.1862163378025965	1.1133845062998935	3.016080287906611	0.5817927896810345	3.5973464114184024	1.2488894580897678	0.20908219629683666	2.029844614191919	1.2972980386410198	0.2217577426916415	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	22.0
1075500	0.12467340156818418	0.3574165131847925	0.6406316906681523	0.5499686266902694	0.1936545281436953	0.6152256985376242	0.1844299336114582	1.2827208954509608	0.14448664123808208	0.17188554700062966	0.6771975051495923	0.8822559844414495	0.8530557338088987	0.1295538860299521	0.5517284742382732	1.8909956079236268	0.07902144094420097	0.1376135029162706	0.5688628995698967	1.5154568009495237	0.07109194812940614	1.6100760520394166	0.22746404527679534	1.4849137884146686	1.7960873860985525	2.017824976663345	6.762825063918115	1.5142097446914768	3.242457579707656	2.3797291801552816	4.257677915256518	2.1635534163491577	0.8139590199381201	1.1243648107069883	0.599093121582648	0.19898934257939785	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	21.0
1076000	0.24269707522874254	1.0014923187252665	0.2035123606347869	1.0588372249018505	0.7979865667506468	0.7350816756858798	0.15905439394380153	3.538174600307784	0.39904175403094927	0.1924390320360005	0.4543719958706202	1.6091805243498094	0.47549086568162247	0.1871766567448491	0.581740671084609	7.100079124805901	0.026909445252980887	0.4872973052500287	0.7696453620611573	0.5304193968139868	0.41653462197341634	1.2952093113084424	0.19448705926594997	1.176885071186895	0.7220875590913391	0.7154035936586255	8.17864280207638	1.3346810850213549	3.091359862635755	2.6148074083256305	5.000615361111469	2.9097407290462316	0.8551287728398999	2.173205895569726	1.338978428489923	0.1774435166804766	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	21.0
1076500	0.22300877554258508	1.2022528324798103	0.2544384859455405	1.5153855902712106	0.2865506274217619	1.31901265715002	0.1192808423505471	1.9840317148737785	0.38378370022862496	0.2197944125976422	0.6688802923253947	1.4272664176503747	0.22375157226502926	0.13439188669847169	0.5862085653476663	1.7220658572351872	0.020817455150619776	0.45658026100839905	0.8271086779952036	0.509560676601027	0.5522287436577826	1.3371879475852197	0.33682409983752504	1.6929713287156591	1.1680094356654604	2.770462495736063	9.794189453314184	1.4873052275485805	3.1225762521495892	1.1625083794569468	5.468540435320551	2.82641997521773	0.4104611654058574	1.797314648491841	0.9145082331696084	0.46921846318039806	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
1077000	0.3989267613646773	1.5344374323699843	0.1159632130170576	1.8812742705901069	0.46943390659794126	0.9238820289033169	0.22737840765696662	3.4756661966329805	0.26032474033630226	0.16125589387395262	0.9373293141528802	0.5968260635816526	0.6526627171885456	0.10401620932439132	0.6503144920509399	2.2686919364700393	0.017806861293718612	0.33185986735232864	0.9664319322108413	1.8888644038310847	0.28244220181674445	2.4942418223716745	0.5052892196853699	1.4116163766876375	1.3832437202626473	1.021124859003034	8.802978793387084	1.8390895876265625	3.740705369269922	1.2602208407855717	5.121593157288336	3.1541127687279933	0.6972417489882332	1.9759259142308745	1.330316728443825	0.6132289788431798	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
1077500	1.095360105185777	1.0812421201700486	0.14854782232092997	1.1689019175362465	0.603566281865355	0.6044781271008733	0.5073978896256464	2.002331915072071	1.0985169424200119	0.2040264048908447	0.4965677904200138	0.7326466279661982	0.6134138862842451	0.2143022643907082	0.4725841565899292	1.8414340606384751	0.01816851455585483	0.17476089849898996	0.827284980257492	2.973095975943962	0.8337043697047279	3.3689281750672175	0.3198096755355244	1.539110241969989	3.257263497046684	0.9889561605374025	6.774095288799602	1.2879067200657353	3.13017873233469	1.364931834809829	4.62501128644756	2.6208572985057126	0.5358293097390573	1.2096829856267106	0.8764918044406113	0.19385957907417858	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
1078000	1.1542551583862328	0.9518388796459137	0.07908205526400858	1.9800501184877568	0.5137073661030016	0.8640543119274409	1.10360853156076	1.4516330399319752	0.2690863679008004	0.28363577790576167	0.4372201324990822	0.37964965380687404	0.4478119817205784	0.49387496198294223	0.3508455450056149	0.6617199803531224	0.06323825400073207	0.43050192741151927	0.4573598735493152	1.8410836219663624	0.7706312843283093	2.586562709207298	0.28554943725282667	1.2286235508625327	2.7640966749920346	0.8240770374108998	6.1156674447101915	1.166829702496405	3.120825420171053	2.632222867625356	3.280177635377419	1.857075483156126	0.18665662868521798	2.034110253023079	1.1574983842849176	0.18185986432966794	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
1078500	0.6393144331025198	0.7170819833379721	0.11402099810528789	1.7974267751314534	0.32947177521237453	0.5241651477093783	1.6636209348842739	2.9191679728984363	0.07392239478060932	1.3586319999398726	0.627352800222768	0.812314989931081	0.5400331918804347	1.0058939696007134	0.35798731667001593	0.9742060380741505	0.10120421404670489	0.23543861134068023	0.5191853126230644	0.8338176318508951	1.0643917380376113	0.9395239999966805	0.10225506020081873	1.5009708779672475	0.79973772361939	0.8351500371916738	5.88314844925289	1.2794995499092623	3.3550402876825705	2.476314948985515	3.7979462853391177	1.8407419415421171	0.4438223152062357	1.5537066174236958	0.7227496604420406	0.2795044395042648	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
1079000	0.25904562883141596	0.5179019424439317	0.13172056012469477	1.1556136669503594	0.17473560018502987	0.4940998986460206	1.6301711191238841	0.7564889089273439	0.08820003323142415	1.0436065086345183	0.9942109104203422	0.8121146703216463	0.3223962754186497	0.6898074317634914	0.45965985505605395	2.805888096295704	0.04376460561512938	0.2830650536595403	0.44508693340957683	0.7263797402694424	1.2537562699692206	2.463819511488968	0.10433172959353972	1.374453293436678	0.4212800383764443	0.6442667505371712	6.47176541537021	1.012694049204607	2.8848014799070403	2.405940452080179	3.3582787936644882	1.7250037572762624	0.21873327189465125	1.5989209063345269	0.9450434140219015	0.2866087991444929	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
1079500	0.1360523416249433	0.2849510148702865	0.3363407349457939	0.9121696339277832	0.6738992957534077	0.5425055466922069	3.0728997455215668	0.2486585491931952	0.6495840797459391	2.409577371225634	0.7766743336671	1.2158107555898365	0.7712889596305996	0.3384796380167765	0.30468095537441703	0.7787398932971339	0.10280626498849847	0.33513726038457103	0.6526731395430402	1.2152712906900607	0.8382322033305736	0.6250572303099169	0.10266224348483571	1.2565859169663267	0.21387964310154933	0.26316697505599596	9.142164495375827	1.522727055283437	4.213102111429526	4.262035943835163	3.6231029118469493	1.7655615180530355	0.17732648962859301	1.6462588233007007	1.200958801409541	0.27622677772454407	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
1080000	0.055292156082246975	0.24978199245109806	0.37548182212825615	2.871419785422272	0.7869181203155962	0.5967581855304761	2.8478822570212285	0.45128209483627746	0.07749472645854336	2.1177747746162927	0.5047984752145701	0.944560621985796	0.6417768372701215	0.5143828442564905	0.600581465119347	0.9841771605001995	0.050151371955902704	0.14797198407086534	0.3680318682787546	0.49220413622502485	0.5987689374372707	0.2574490217045893	0.12914253857257155	0.9149242943444392	0.6852410606981094	0.2136330575166328	5.771419172201376	1.6647065201163354	3.359692172330347	2.195780293955628	4.086689331128664	1.7020179725174	0.1367451114444692	1.7507929534005071	1.102267543651477	0.470650157324671	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	21.0
1080500	0.0761830355823305	0.08701885551270633	1.687295137739416	1.4671348721870772	0.17659566766449616	0.7890324997623819	2.140853453985715	0.1907985259637036	0.17596064630531352	0.7850307811165893	0.6312808859227064	0.5681526292149907	0.7351385579181976	0.49112558503538195	0.4631931830298495	1.489726475819593	0.01694393266685807	0.2457016689581104	0.794275874465311	1.8549274730113043	1.2534306256273031	0.7021215083443847	0.3406533204782561	1.1668806123505608	1.177800539384164	0.23453378662069088	6.422591855427769	0.75336032949348	3.144701801777379	1.8622012232444056	3.80162872466016	2.267469792781388	0.5028412374065797	1.3889022736539578	0.9806507235310138	0.22111157458836056	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	21.0
1081000	0.1912384681414331	0.13169029847880417	0.8499628177692005	1.5914760110346058	0.48324043627528596	0.352398184541211	0.44427319309430446	0.08310970815877035	0.08426191628302408	3.144786616398048	0.7663635801921469	0.4042972464980553	0.6602479163575505	0.7156917876210591	0.5088851433392896	1.2481006328884654	0.03797364142356669	0.24971971971158963	0.2832737396048312	1.2193987213570057	0.4668061170104609	0.6738832351820759	0.8065444974839897	1.1591729377401176	1.4957400006619108	0.12495812811889369	4.388403485626512	0.9278326141912003	2.321747824568325	0.8413017427960086	3.1657479367243817	2.104679966210951	0.219682283252506	1.3378604755955672	0.8063985829993109	0.27789986591903254	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
1081500	0.12345832377497726	0.16849253773451117	2.6104279713889538	0.7822541870584707	0.4365310098528283	0.7022909821991421	0.7902157328872254	0.17633246859411816	0.08651581502278934	3.064979288544832	0.562732775189137	0.5732424987576235	0.4600343479376837	0.8478651525089849	0.4556728514478676	1.8783766544833072	0.009917779909056464	0.24955254240387487	0.2890896179664235	0.33272113165152584	1.42859312487456	0.550325632235714	1.1593371434297624	1.3561613250493476	1.7182517244857463	0.029430383922360928	5.651140246555019	0.7101798252130739	2.721718808311227	3.860494553864463	2.809183940426441	1.52537314412985	0.2180641753108989	1.5407730073640973	1.1141740957093809	0.35719197029727734	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
1082000	0.15424337325698778	0.17315530036361923	1.3561087213970908	2.4612524475743824	0.31233820762439024	0.4675569683005212	0.7813770233165976	0.12821082021481045	0.015129582676641972	1.8663882894624124	0.6526179839859698	0.47645836163563526	0.3273578403075548	0.31234518399892724	0.3471974307740275	0.8318798030865648	0.010330338504327305	0.2838892217135793	0.24944921542306558	0.8645178289941332	2.688921779257356	1.0936027973109925	0.38424988028963347	0.9082908780562661	3.660620338380249	0.020125624279018248	4.885267801342349	0.8180010245969335	2.3227471969681814	4.509598362938184	2.9910420353487055	1.7794229596496722	0.3847989076817894	1.1350024636678453	0.7547394212112246	0.7306113094017042	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	21.0
1082500	0.38647484869473947	0.27722825643798776	1.1393758479040565	2.458218754767309	0.6064449710946785	0.6675731813440848	0.957940478328942	0.10765708533685114	0.026574195914214966	1.4846321753136653	0.6089975959448742	0.42642762656551225	0.35445805708299877	0.2856437726346703	0.46551649506179393	2.392937286223037	0.012158738906321484	0.2828220014043111	0.41498442695673243	2.1186575768823523	4.207516916916325	0.4665642882083824	0.2092912964519505	1.1997457044139423	1.0784317532336105	0.056722365153637176	5.035853482277252	0.8241072176718781	2.479761712394974	7.242013245589032	3.490514646105317	1.5880243829027263	0.6078487853826343	1.0519179836060266	0.35293040896844424	0.18374317591563852	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	23.0
1083000	0.7716174046507026	0.25282235525967883	1.6197429722192274	1.4846910933807125	0.16747504559642706	0.874496458947777	0.35020104441558253	0.039678106008893	0.034844138086150014	0.48432897387027213	0.5022801367844274	0.35708906681523683	0.8941777559148905	0.376218971299164	0.60792535721464	0.8677809982088807	0.02199881582535753	0.260945058879812	0.5650447959978455	2.2982011808749716	3.9445625435191585	0.49648244932731045	0.11134150231134232	1.321006153259858	0.503802855106895	0.09620580163955632	4.4473458147713965	1.3059448655242931	1.968452385239717	1.4370303987533184	3.2936603658188295	1.6314618822830527	0.5773479924975669	1.9153517001009248	0.6556300346693599	0.29451307952154376	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	21.0
1083500	0.9991900287215586	0.06066497179521387	0.9420294306038182	1.7811017331959107	0.2924763761918177	0.6759887878850391	0.17694822883079792	0.04173221351587254	0.050651292365691825	1.1882598362424672	0.4757306035980202	0.5441898500398081	0.49831533900703157	0.848316635802871	0.40136041922826193	0.9272340668784875	0.05353264693417863	0.38382102302033555	0.4027824592969515	1.950620966725585	0.5929513430929254	0.7636391975604555	0.23150686727963896	0.8876241834239316	0.6183085952773071	0.03614935602563586	5.237347207665283	1.0185552955425774	2.0925778162033946	3.5410065832571016	2.665312297137366	1.9153085358657758	0.27208757940415285	1.4525564222399394	0.7425140711361392	0.2504939426204575	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
