# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed Jun 02 17:20:30 GMT 2021 [seed=1123581]
# -beagle_GPU -beagle_order 4 -seed 1123581 -save_every 10000000 -save_stem 2021-06-02_discrete_only.xml_run1 2021-06-02_discrete_only.xml
state	Location.rates.Arizona.California	Location.rates.Arizona.New Mexico	Location.rates.Arizona.Texas	Location.rates.Arizona.Baja California	Location.rates.Arizona.San Diego	Location.rates.Arizona.United States	Location.rates.Arizona.Mexico	Location.rates.Arizona.Rest of World	Location.rates.California.New Mexico	Location.rates.California.Texas	Location.rates.California.Baja California	Location.rates.California.San Diego	Location.rates.California.United States	Location.rates.California.Mexico	Location.rates.California.Rest of World	Location.rates.New Mexico.Texas	Location.rates.New Mexico.Baja California	Location.rates.New Mexico.San Diego	Location.rates.New Mexico.United States	Location.rates.New Mexico.Mexico	Location.rates.New Mexico.Rest of World	Location.rates.Texas.Baja California	Location.rates.Texas.San Diego	Location.rates.Texas.United States	Location.rates.Texas.Mexico	Location.rates.Texas.Rest of World	Location.rates.Baja California.San Diego	Location.rates.Baja California.United States	Location.rates.Baja California.Mexico	Location.rates.Baja California.Rest of World	Location.rates.San Diego.United States	Location.rates.San Diego.Mexico	Location.rates.San Diego.Rest of World	Location.rates.United States.Mexico	Location.rates.United States.Rest of World	Location.rates.Mexico.Rest of World	Location.indicators.Arizona.California	Location.indicators.Arizona.New Mexico	Location.indicators.Arizona.Texas	Location.indicators.Arizona.Baja California	Location.indicators.Arizona.San Diego	Location.indicators.Arizona.United States	Location.indicators.Arizona.Mexico	Location.indicators.Arizona.Rest of World	Location.indicators.California.New Mexico	Location.indicators.California.Texas	Location.indicators.California.Baja California	Location.indicators.California.San Diego	Location.indicators.California.United States	Location.indicators.California.Mexico	Location.indicators.California.Rest of World	Location.indicators.New Mexico.Texas	Location.indicators.New Mexico.Baja California	Location.indicators.New Mexico.San Diego	Location.indicators.New Mexico.United States	Location.indicators.New Mexico.Mexico	Location.indicators.New Mexico.Rest of World	Location.indicators.Texas.Baja California	Location.indicators.Texas.San Diego	Location.indicators.Texas.United States	Location.indicators.Texas.Mexico	Location.indicators.Texas.Rest of World	Location.indicators.Baja California.San Diego	Location.indicators.Baja California.United States	Location.indicators.Baja California.Mexico	Location.indicators.Baja California.Rest of World	Location.indicators.San Diego.United States	Location.indicators.San Diego.Mexico	Location.indicators.San Diego.Rest of World	Location.indicators.United States.Mexico	Location.indicators.United States.Rest of World	Location.indicators.Mexico.Rest of World	Location.nonZeroRates
411500	2.820725518729639	0.06730676195033378	3.6320461876419503	0.79677841964996	0.5562957715819401	0.7965537873275161	0.8310677142926124	0.01535192691610736	3.1716681739478356	0.10422221749965115	0.45980684348624773	0.9345124659924218	1.108753636387908	0.17241177221135973	0.6442431922086692	0.6188726099147239	0.2324141292435786	0.1149262068101449	0.5719380602133521	1.6739488876184878	0.327666859055401	0.03947426988358755	0.2721217231502483	1.51922016412657	4.668774793074561	0.38300970950094654	9.20591225487578	0.8692038644513422	2.7580478698191984	1.2026363778936875	5.129944745684309	2.581644989893809	0.3810580178676412	2.062052020546203	1.6108292887719473	0.47248150715544646	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	22.0
412000	1.8362584964213098	0.08185193412273437	2.1369212257077748	0.6321904688832083	0.7301826495193915	0.5206122984899321	0.997265635027718	0.009843290927507832	2.1699697996821845	0.1015605783197044	0.30763390820647674	0.6093968479014366	0.9459870670184866	0.27645140356753845	0.698248015369935	1.4764063150823254	0.40231859430890476	0.06007581994205752	0.8191018685754256	1.2208379138233627	0.22647780363065725	0.023422010885744197	0.36304742785579985	0.9728293697931435	4.397880486348949	0.501760245953069	7.6049077881173766	1.4419671769690632	3.3075519326387006	1.5351241419075972	4.526357835339596	3.0322336102928897	0.44423587296968065	1.7952147622447638	1.59304581199436	0.4083444875321619	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	21.0
412500	1.757455017224486	0.14603800533480923	1.4754548274104957	1.1155622797407223	0.2580230390708331	0.4818018439733143	1.3122055073668275	0.009168017978609428	1.9051638457087134	0.07933835533046103	0.605943610498579	0.5670971819690586	0.41443514926835884	0.15137649146269147	0.6241925209932601	2.028165674471068	0.21325354696844218	0.046799792628857424	0.67474390707481	0.7769883846658864	0.09799750845242478	0.10844783771429384	0.36711541785267654	1.67518176085984	3.723744454581119	1.9891654473014082	5.706187334522578	1.4313933772089351	2.997322943149282	1.640530807062423	3.484749995938651	1.3173426453389359	0.3715846440152423	1.727735606591961	0.7395231553990211	0.3353128618432069	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	22.0
413000	1.4397115824672704	0.1761776887499239	0.9503111929887578	0.5530126749388361	0.471228196534257	0.9867757349250951	1.8389333344933592	0.006860214726644307	2.3796743201122084	0.07234510076395897	0.29497080720882496	0.8824072332308915	0.5679190051463892	0.12491426558958922	0.4954964023237424	2.0531198878237396	0.38461916977644406	0.06179708495420704	0.5627623376325787	0.8612072254721848	0.14821826788542683	0.02661028833390939	0.5999180019455237	0.9274922572381576	1.4437905156087931	0.9254754115367451	5.876037631674897	1.7342237976621426	3.1775688628129037	2.126925009437724	3.249873374337642	2.6910980143994534	0.36825983899197207	2.04280423765547	1.0665419429752638	0.1837697474873529	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	24.0
413500	0.7370142482668051	0.11524991692958388	1.362057076982114	0.5813517210180834	0.41425631173362143	0.8814638920176611	2.8181235414154364	0.025163926709257704	1.4264464110878579	0.05921023934443429	0.9266168035615523	0.34957130760206845	0.7857052561388307	0.3656115606429857	0.476357028907476	1.506410190701884	0.4793007477216745	0.06659468845650787	0.6226419157956594	0.5980930062901483	0.10597319319567967	0.047719405441605356	2.219277461412661	1.1405630074441577	0.8243338176143139	0.5369496326710558	6.696359812034226	1.1547857343324446	3.4394868006683437	2.392248603937674	3.319757359360666	2.3304214027756602	0.19131383273703387	1.2686508447324993	1.4221792120132415	0.09778469760173009	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	21.0
414000	0.4432560305016555	0.17145185063497684	1.4992588852909918	0.387302340343647	0.3503446840901091	0.6524916363923149	1.8788802374449258	0.03809998267313209	1.303295193293071	0.09773576963753174	0.5378376473037254	1.022629853403877	0.3968067605122119	0.32604736624127656	0.32618118127859846	1.051643016620042	0.3105410497983086	0.18852744100779212	0.6229289272255709	0.43925490901454994	0.21874565036574953	0.07336133182113296	2.8731783000839815	1.1951139869822227	1.592865800238138	1.1343252446824157	5.676918312315671	0.7156285776494642	2.6800454842660577	3.3213699398887324	3.4525447629189583	1.8364916064096488	0.1747645316775006	1.2701263905250642	1.2175995670363666	0.04332126589518639	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
414500	0.7817265569903749	0.28340629016402696	2.6532315312791255	0.08281729735166421	0.3003631452326131	0.5092788157729102	1.2423313760545533	0.05839343859854495	2.2819006039241816	0.23266233490386343	0.302301918284859	0.667624855851871	0.374047745662356	0.8325609362311902	0.23898844964128	0.8673380369728999	0.4105139003665669	0.16527098087306502	0.6112605464129908	0.3114766566040327	0.10057216479467344	0.1081920534235918	4.7961247306711	1.5251448390408775	0.8101945035597292	2.166692694695037	5.441369647606718	1.4734194757279098	2.819388653443515	1.6510889871338807	2.8694633945499133	1.7955771112663472	0.14136737792496315	1.3574929697589868	0.8039818860066618	0.1896723191778976	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
415000	1.1014416039110368	0.32224811564656247	1.7445106323982766	0.11538169450197855	0.28628087405806646	0.7070136927183286	2.8222586491857222	0.07051616652756147	1.7818458389928908	0.19964117309154472	0.4017820266331879	0.8492824785175638	0.6779293500982624	1.1972620376696332	0.25039784706121154	0.6643578468543123	0.48211990849562064	0.13824470541064368	0.6657826388509085	0.23347527680329663	0.11070666134276806	0.15520441445763022	5.080156118378214	1.1489964208930268	0.5780835848966145	1.7283403667813049	5.810021813630851	1.5192815064659038	2.791706642991266	1.0622368644147093	3.480913941684809	2.2647611369644944	0.32492819992415173	1.667512203017985	0.7660145486532374	0.15008326170157052	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
415500	1.205810728542967	0.11801858413494404	1.8645420086993942	0.2444324598740588	0.862759671158598	0.4979144809582583	6.433540257049857	0.07907410312265145	0.2990967829630302	0.18116532448205638	0.2925341455220544	0.6380826118064371	0.5259745168810267	0.5844362966946651	0.33608692257473893	0.8015240068479644	0.40951838513418165	0.28996464741835565	1.155673571782606	0.8826103756388707	0.13066778975782364	0.4406134336285763	1.2721341707360099	1.490673043608234	0.6619828946267338	0.4713611385880272	7.72755306255924	1.4390179603910211	3.042994776453358	0.5249851916281837	5.523660447046765	2.787949228238433	0.8122806024301659	1.427970593044481	1.0756192153651762	0.2523028306705436	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
416000	0.9637138926570411	0.06188176850624168	3.219974214702405	0.5636340889399748	0.3266677233565427	0.9182353123253368	2.069955849991304	0.1287345031341905	0.3138534346844731	0.13665585395550367	0.6145996909678578	0.5879749153331705	0.46241061444186826	0.2304503922295652	0.4695595795560093	2.1145266107900937	0.45570871531090124	0.42308202855873067	0.7146033291831123	1.4415694757585507	0.07187033048606438	3.4372047494236795	0.8970767334079913	1.3891865078125272	2.290891128395182	0.9854716331235971	7.961517099147359	1.6039489864771326	3.9655369389321597	0.36372346293128976	5.303766143227666	2.0646606867534816	0.13994916530770782	1.8612637955797038	0.9444925839592079	0.6463180251075639	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	23.0
416500	1.4530570028966132	0.12004438332523307	1.6097353357437796	0.20476920310790234	0.4710736719611223	0.6088478822290789	1.2677680739361479	0.14499155900465618	0.18599740273500842	0.09822482335645827	1.1650672756387805	0.24570570813004275	0.7206605020958797	0.18358459171635644	0.37891706033727884	1.6903154235466897	1.1771215243118702	0.3517783644492388	0.38829041108412654	1.4605428259039237	0.06034020344649124	4.111312682259209	0.6243996206731174	0.9024885567600293	0.608543806041668	1.2720475010342411	7.512503783148327	1.181064252719253	3.812396512922065	0.420200207985975	4.679113793329066	2.1061266383357893	0.026862892711202863	2.040257095253875	0.8776343634519504	0.2768026022530817	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	23.0
417000	1.3831372358571608	0.05619062991542435	0.7249173371693114	0.12656035585658526	0.6073832233810528	0.5745438648580105	0.6142811061337683	0.14669290363549767	0.1502689008921232	0.3012820701004338	0.8132414453391146	0.5680425648241797	0.44405030154962133	0.24120751278250066	0.9436091660533268	1.04341787392171	1.3853234569660458	0.09615354262188425	0.7741342513351628	1.8339467349736855	0.06886906925127723	1.9631045909457385	0.43432887660035363	1.105894262941901	0.7454893689869049	1.7264643845660586	5.544724499761057	1.4444317308191945	2.987800593736507	0.4466470255524818	4.134132890344983	2.279089918502517	0.058269461988927046	1.4998211457902912	1.143423233267546	0.2951618105068662	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	22.0
417500	1.048433803431792	0.10373261358500756	0.8630579299230448	0.33201170181506445	0.3844590235585565	0.5378293224813414	0.38389778953264614	0.45271418131854185	0.12620685609604856	0.27835028121048944	0.7105179889135725	0.48137416134767613	0.6693319510593352	0.38606306933356166	0.406570316030742	0.6495246389667877	1.548030211140086	0.10169383069636234	0.5727554876643948	2.2781966845823787	0.03245691578636238	1.9473574827280735	0.21541778246142354	1.0069681140112368	1.044397832009615	1.7170520014035455	6.829604620145294	1.2194286334294289	2.722288519799132	0.18994718684215353	4.435640750910105	2.11060434492776	0.12770784557612888	2.014657598087509	1.2777521571587787	0.20092228273776064	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	22.0
418000	0.555233442467097	0.09019638837947197	2.1806493172726595	0.45628505854069173	0.7985950526852941	0.3292983594887823	0.4484785682303919	0.255256119157574	0.0781478968808928	0.26841123189027594	0.4561978006887399	0.9200237071806939	0.4081025224203884	0.3464592563307609	0.4824003020181654	3.5683461485283297	1.0126423072835882	0.1651515788994876	0.44528862791061297	1.630171718344637	0.06573589722446653	0.8334999564595929	0.3324196180471829	1.0719399121510402	0.9689701833106634	1.3661027085515944	5.805048278482133	1.1755518133874332	2.577330886320045	0.10922602043236569	3.2563172100249083	1.5564731926571262	0.4268376924455948	1.2440165166695756	0.9655994838245828	0.26502758575601487	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
418500	0.9669523578666918	0.0807360239128247	2.5301532443693895	0.46414637900880756	0.5306034756468281	0.752564679026139	2.389540648899138	0.24013617809107388	0.13311412938284234	0.40593907776588223	0.400035946920896	0.6649407617245088	0.6881418896047459	0.23082455553925393	0.37404590613096766	1.992791844479513	0.7711517165540683	0.28181498280416295	0.576561270996156	0.8788585006587466	0.06711966029607104	0.6750237819986045	0.24429649384214291	1.021345639417533	0.7281266718523838	4.600722880222043	6.25755018484864	0.9793422687246515	2.5697539638715443	0.0950563461705194	3.6552479306162255	2.066959807512647	0.48972894604173073	1.9641976676610118	0.8940876898932537	0.2401577197952996	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	22.0
419000	1.23363816641854	0.10632428270350437	2.592511483116577	0.3363351697768248	0.16937307863166676	0.6158415275238984	3.263764585380888	0.24304798420498924	0.22010696850403544	0.24740636009334876	0.4600027596029579	1.117714662800239	0.5773431343422549	0.1681067414199166	0.6850680960752463	1.2134639084610757	0.7324301191767895	0.32285702972665087	0.6844897250401496	1.196967878529251	0.022269197330666953	0.9805242561557123	0.19317391184245508	1.3198874580695077	1.6938461203931066	4.006287688601699	7.6156646704065025	0.9161303564377927	3.7491021186579854	0.04975408971697524	5.18125249453043	3.2211944479974837	0.2140634004497385	2.010137483440307	0.8626750212665749	0.28896760721680514	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	22.0
419500	1.8581086178486736	0.02844436955068218	3.5169567202883503	0.5627215964117703	0.22678975907214557	0.7438057998416101	2.9382910024504096	0.09581379090301079	0.10834770020241488	0.5437270387886127	0.5241508886077361	0.5474735990626404	0.543986589228071	0.08694155243020059	0.8252356425132794	0.40108092651395805	0.9623117214074646	0.35879667997893694	0.3233301293876421	2.1186860434244656	0.021086099772218637	1.1648585558537463	0.17767900682651377	0.9879668029026368	1.1636572959739762	2.528168314949054	5.431489132994103	1.0676737198662514	2.8267255999739365	0.06521887239031678	3.35767905956581	1.435484733271768	0.40693584946785055	1.1413138494544264	0.6101668107030405	0.19113275205672997	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	22.0
420000	1.0544947718165703	0.012682977965882603	2.9282127523117873	0.1660284901277004	0.6434992317861518	0.3770223493323107	4.884572068765811	0.15533252776619272	0.12056398366337304	0.43064585302935726	0.5142862560436521	1.0391777789022254	0.4150041634179521	0.35805283004706767	0.6147427869832814	0.49052321234243507	1.7673503031950089	0.24780623132967453	0.5366714587886882	1.915996180729341	0.038886331087326635	2.62448389005325	0.22778630453659277	1.1003092423994651	1.612008024833191	1.4615728703385125	6.546720311590925	1.1900228747538424	4.1127256314916165	0.10798566605068396	4.437285780910798	2.152599612044446	0.5585114589910822	0.9883924848726803	0.7994064113096125	0.22430200898186747	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
420500	1.7286814704763276	0.0182477202994639	0.9360752594763782	0.33610257199641036	0.36302698851805015	0.6102718630781885	3.3110309161530043	0.07926518024005488	0.189373586650761	0.19170278177273578	0.6291123218072618	0.39863939238320195	0.7181679725105747	1.051872744985281	0.4726300273589063	0.4107691057978143	1.4515751066384388	0.19998575922151934	0.6654613974349517	0.47923234772093304	0.02271738616954375	1.2172413906809485	0.11019291353367407	0.7748373918748092	1.8119367210269837	2.1376130276896412	5.791723043530111	0.7062764994675569	2.5520144545291297	0.12447328889436027	4.134533275006499	2.1640215597583516	0.15912453781477096	1.414886381611442	1.0390664065107835	0.11788228532616865	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
421000	1.318324272654616	0.011593758668719176	1.8804472438337383	0.1441605966478591	0.4141372823117207	0.7826563028964754	4.037653052393962	0.07939964726724343	0.14727791425871511	0.22908834486238364	0.582899804312364	0.3674399126155252	0.609002100442984	0.47867097577352974	0.5329791147711971	0.5648856077212275	2.777088791025157	0.22625746849490677	0.8940822996823335	0.9316570321085618	0.019893275759879394	1.0217174972734335	0.15838351086879332	0.8475149223815699	0.8028080118353899	1.6275475645474557	5.619927126953373	0.8590206220819527	2.744624615410841	0.08983368205631972	3.5826163230169485	2.0565622611940615	0.19824655684207193	1.8755496709001527	1.231185863110056	0.30977695876996825	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	23.0
421500	1.9337136584368915	0.009654293318599873	1.8714006359914923	0.25718114532619946	0.42133606455740286	0.4896579380718159	0.7783763247752238	0.07571680199340558	0.11763099190148894	0.2263358089890091	0.6406740425133237	1.412119482422428	0.3972618937546866	0.6574534357093028	1.1663506943740969	0.39447312059290396	2.6943112987387376	0.16967460395978995	0.5144531478567893	0.31873876083783115	0.026984698465372048	0.7032444046691166	0.2600284539179921	1.4358458726752552	0.8815047345329139	2.909498776849889	5.864786456890679	1.57222010289399	3.912237874304986	0.06885754780910436	4.240626489257558	2.202666438071219	0.7169088125386204	1.7170987827266304	0.4632027615199145	0.24680879848968798	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	22.0
422000	1.715079811247018	0.005160475861580665	2.2569005868841017	0.13727670373369683	0.2882521153318642	0.37651135956096365	1.3004107587395624	0.7633308465638002	0.061238148400824984	0.4443450254656384	0.48771083440453816	0.7843214380621458	0.5532538030703006	0.9128566721825428	0.7934058874447305	0.9336657040412536	2.08361993331214	0.13274728080732034	0.4103309676839191	0.9521590151593436	0.06336721330466435	0.19847563617260144	0.5219063585157664	1.0739121413842632	2.687577318768283	2.0830566050406016	5.932522194614166	0.844654583244631	1.9473912563517934	0.08634454527178047	3.8531632569986773	1.919747043246794	0.5932846380241051	1.2883181987713042	0.9012299139508977	0.4815719831086457	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
422500	2.553539780028574	0.0058298737597245985	1.443328141011041	0.1851822401787463	0.2927904067265149	0.5674614947566697	1.7050803292688834	0.688605092717539	0.06922629871934925	1.5399576885615225	0.6135329250227322	0.5814610812513301	0.57746557836196	1.2757956789118636	0.5402159980670201	2.928118959324297	1.597621387552862	0.2728837284944659	0.5281188203365209	0.821048205853805	0.1129534941411009	0.5900685454907745	0.2034756799294005	0.9263271822965682	1.5981738715699982	2.235049310370661	5.240471592120627	1.0676715203254776	2.3385238823019394	0.15471044634810963	3.021104608015447	1.8105012353627254	0.3983601002275655	1.4073493514982238	0.691123765957102	0.34006382078647757	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	22.0
423000	2.915201698423213	0.0020597801058102657	1.5946464072473294	0.1794149715298446	0.7078431985280917	0.8657008717392793	1.391821042962983	1.0581672926851948	0.04353277196077713	1.192355925016637	1.0187535769947453	1.0656268804705338	0.6366719339682415	0.7264066917574369	0.5056106973274563	3.0193290046432923	1.4781920930585917	0.18724850571122087	0.6100498434864655	0.6976015484213702	0.42371943989983685	0.7065445060514294	0.3667049336376784	0.9752948219952196	2.147160935018355	2.5928022389086345	6.2873177922717085	1.2774274361007065	2.7141967115885977	0.07214620223533946	4.350069363016875	3.4843718195594735	0.40456156563032536	1.7676969867335903	1.0102914443788409	0.24919217053208287	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	21.0
423500	1.978508401618374	0.0015673716822623706	2.9640621308997432	0.24529878258626953	0.9577703001651836	0.7042310805100798	1.030866024257317	1.3971035283945465	0.10726277605495925	1.5066824756487662	0.5621889246956964	0.5374492158316742	0.5145332357766275	2.0099858264616355	0.2254808357181667	1.452097490865526	1.3374663195440188	0.15295332837258246	0.45148315366882097	0.3214823770811672	0.6533978694569215	0.4302025459504826	0.12434406402646596	1.4410152886186653	1.9950142407603626	1.7362347681130763	7.889512980946576	1.66919360194648	2.6849343024343217	0.12390836819430628	3.71887431848412	2.7146866897724955	0.30203266901733966	1.8393511875169175	0.9910526513061633	0.10840687056310944	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	22.0
424000	2.1264303981339086	0.0017093852070393669	6.891877049184782	0.1136174410969417	0.7448997505266477	0.817233025847134	0.971124911093427	2.859549180567372	0.1103236380119171	2.305975434101723	0.694406842545349	0.6114931107086408	0.9573886868010316	2.8611973753383744	0.49397350068691176	0.43853352463522743	0.7984114029926236	0.11215722556248389	1.2543508228735767	0.17645076204913235	0.45720985711141054	0.2894914938365759	0.15131282994339815	1.2004628728590863	3.9285084974753874	1.1471536381503333	6.945774153622386	1.705501189737071	2.6067190186024147	0.08579371712164499	3.3297971061576406	2.8898269658963622	0.4658659505173455	2.0452630404784036	1.2790241940318607	0.20216748284659433	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
424500	1.8658894688440215	0.0021220167665160074	3.645567698560409	0.10464801984061924	0.29678840542131035	0.5880968362686928	1.103030954993407	2.6854193204488346	0.20069102406926992	2.4319294873082957	0.975771169301344	0.6878719285285414	0.555154653127562	4.72479156186682	0.2642892461772464	0.4577965010674452	1.3332133335509146	0.10744585127672188	0.7034150407520259	0.23208423106055226	1.1361719935196155	0.4381452824072776	0.3097027202503091	1.2145744303532682	2.3707724700100536	0.9399151854676235	5.722434373196334	1.2122995750141088	2.576890746318101	0.36568885965568393	3.765012540618041	1.430709594626354	0.4401518507914597	1.6864932155542123	0.8036802818539522	0.29377870473973133	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
