# BEAST v1.10.5 Prerelease #23570d1
# Generated Mon Sep 19 17:51:44 GMT 2022 [seed=11235811932]
# -beagle_GPU -beagle_order 4 -seed 11235811932 -save_every 10000000 -save_stem 2022-09-08_exponential_fixed_discrete.xml_run11932 2022-09-08_exponential_fixed_discrete.xml
state	joint	prior	likelihood	Location.clock.rate	Location.meanRate	Current Tree	Location.rates.Baja California.Los Angeles	Location.rates.Baja California.Mexico	Location.rates.Baja California.Rest of World	Location.rates.Baja California.San Diego	Location.rates.Baja California.United States	Location.rates.Los Angeles.Mexico	Location.rates.Los Angeles.Rest of World	Location.rates.Los Angeles.San Diego	Location.rates.Los Angeles.United States	Location.rates.Mexico.Rest of World	Location.rates.Mexico.San Diego	Location.rates.Mexico.United States	Location.rates.Rest of World.San Diego	Location.rates.Rest of World.United States	Location.rates.San Diego.United States	Location.indicators.Baja California.Los Angeles	Location.indicators.Baja California.Mexico	Location.indicators.Baja California.Rest of World	Location.indicators.Baja California.San Diego	Location.indicators.Baja California.United States	Location.indicators.Los Angeles.Mexico	Location.indicators.Los Angeles.Rest of World	Location.indicators.Los Angeles.San Diego	Location.indicators.Los Angeles.United States	Location.indicators.Mexico.Rest of World	Location.indicators.Mexico.San Diego	Location.indicators.Mexico.United States	Location.indicators.Rest of World.San Diego	Location.indicators.Rest of World.United States	Location.indicators.San Diego.United States	Location.nonZeroRates	Location.branchRates	c_allTransitions[1]
293500	-5061.139165874954	-670.5024452774599	-4390.636720597495	1.464119500172554	1.4641195001725587	935.0	1.2070533255801073	1.3353135563313903	0.0585440635626878	2.221456559718918	0.5565675375921519	0.4365012310090809	0.3415904246867457	3.137522054525252	2.394332334125859	0.45676497614371664	0.711058354190962	0.447434200744889	0.8699653411635824	0.9315139410670011	2.9836089117595708	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1404.0
294000	-5008.786623082201	-662.5508189627373	-4346.235804119464	1.4282932321837951	1.4282932321837791	359.0	0.9030466507622958	1.5039108197265674	0.1599515948163702	2.3065264545243434	0.7193813650895896	0.5114064534175716	0.33291478250577666	3.395107871417777	2.9275945810660646	0.5232744826516469	0.722643566552484	0.4964182705393777	0.9308934971555272	1.0246206976419572	3.1703084110515656	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1391.0
294500	-5041.7204379164305	-709.3185369803126	-4332.401900936118	1.5155248191757784	1.515524819175768	1156.0	0.8039719482713763	2.043128066697749	0.2186759115430198	2.347819309815247	0.6984809685556045	0.74317720169966	0.5497538314866813	3.478817420333152	2.9842790472492	0.29761589007636247	0.637940105616464	0.5030276090179495	1.017979336514742	1.3056199862605504	2.8463138524123104	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1398.0
295000	-5000.754409325785	-717.4585904776553	-4283.29581884813	1.5699082016082027	1.5699082016081958	929.0	1.4059771865670525	2.113357936857113	0.3152242246283277	2.4470016416773706	0.7440564687709808	0.6334809066789523	0.5879173315792656	4.418071042994437	4.191451153418971	0.35414974006792516	0.575492321200982	0.9953813755898531	0.8121225912110459	1.808309775772526	4.07045213955436	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1402.0
295500	-4985.976638064048	-720.8033615872113	-4265.173276476837	1.5555078559819284	1.5555078559819269	971.0	1.1924292242545047	1.844824742280572	0.30399337814308397	2.2178137224179655	0.9796501599078293	0.6063228310758879	0.8776728318039423	3.226033134746481	3.13823276259169	0.2151510487750505	0.6220070776959766	0.5663399783062438	0.7238082187888284	0.8639088609996597	3.2238248354610293	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1377.0
296000	-5036.706577772752	-665.2501936530545	-4371.456384119698	1.4584268327489303	1.4584268327489347	1399.0	1.1502254903724074	1.4096496272990844	0.22616966585214027	2.176701141876154	1.0481460945659185	0.5919234850420977	0.5050749629770629	2.9615401544321758	3.533143464558592	0.44363165426763823	0.44589803514541615	0.8162143851750187	0.7643428598261338	1.1193923102371777	2.6617661224847122	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1367.0
296500	-5004.900799790978	-706.9078465281094	-4297.992953262869	1.5270826055677298	1.527082605567733	652.0	1.1500424544974113	1.536288026936082	0.35727545086623075	1.993467825290682	0.8976033768430335	0.6280725617139572	0.5373798429250449	3.1309493207259913	2.827410363250593	0.2608208194453743	0.8984137071589748	0.5187897959854314	0.3985432653777606	0.9765135570071807	2.517875913401501	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1398.0
297000	-5016.7610427118725	-701.5676049749927	-4315.19343773688	1.5384878873973868	1.5384878873973802	549.0	1.0351416533315045	2.0263097865027704	0.6020051383165417	3.9280359029675975	0.761458681684329	0.5925687463557668	0.7358862170779207	4.013805906783423	3.018466654022548	0.34594304757978134	0.616344327952505	0.730805010438906	0.8656519467483653	1.0332544094617182	3.451420772050198	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	14.0	0.0	1453.0
297500	-5001.234271808782	-691.8143323907483	-4309.419939418034	1.499451377052585	1.4994513770525857	834.0	1.4341614107567535	2.1000006258018393	0.1524098678455506	2.3263588719970443	0.8484406133953851	0.5111231677424897	0.9157971947428325	4.078205205525549	3.516787800140442	0.4990819163134995	0.6245136265798906	0.5820735254726533	0.6337494575225688	1.5706511841952127	2.7871497299546775	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1416.0
298000	-5006.427819104138	-684.103286539661	-4322.324532564477	1.4997198037008352	1.4997198037008344	396.0	0.8042566518151134	1.2776238030065814	0.2119394078949308	1.6587605886935082	0.6299367620328816	0.36848135819812095	0.354150183438155	2.9031615476508046	1.9447526253799388	0.3115118416588348	0.29233235239425076	0.6138087994931797	0.4612506377506511	0.8084970771641495	1.7705089020351468	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1349.0
298500	-5031.294346659688	-685.4312686135464	-4345.863078046142	1.4817179713473012	1.4817179713472997	40.0	0.912612308103242	1.5743148657681787	0.19641883803683396	1.7071931667072542	0.8014665546179716	0.6021184667448186	0.6971871291328819	2.988871508604359	2.3005699453225	0.25769767981231806	0.3343545745650446	0.7339945498817323	0.3845941044164055	0.9999349235372094	2.987825380330691	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1361.0
299000	-5018.237116738297	-721.5723302687702	-4296.664786469527	1.5529769478212325	1.5529769478212267	1143.0	0.6356517288581786	1.4911698629358519	0.32224946093042134	1.7221164644371592	0.7693366819784191	0.4160073392461716	0.7297185864990937	2.405658036325479	2.348222573340806	0.23369952599088464	0.35191914449998357	0.4127093869505803	0.33898560011220275	0.975366868183114	2.5033049183308744	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	14.0	0.0	1425.0
299500	-4986.321403185341	-687.8639439068892	-4298.457459278452	1.491677421824006	1.4916774218239965	1105.0	1.0801140906086413	1.4911850776475	0.12002066262113906	1.7618443775925159	0.754459957402816	0.4546980372767165	0.5910329434310652	3.1991543151575828	2.7743180017895592	0.29893765952219953	0.6857053993659491	0.6710981526888944	0.5877215640687788	0.9525446628096342	2.5950454091223145	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1402.0
300000	-4984.8701998210245	-694.2215295427487	-4290.648670278276	1.4942397241470815	1.4942397241470797	111.0	0.7660828321310618	2.075259613763289	0.26023105511208716	2.4160070045061266	1.0066333673180208	0.6418607830256632	0.5744515549533031	3.542702193508668	3.2916651496330047	0.2805602813429284	0.5577343842082235	0.6422965471689183	0.6500811624933185	1.0917312296405182	2.9419935803372512	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1395.0
300500	-4986.436276662177	-705.2394946264951	-4281.196782035682	1.5091446509734951	1.5091446509734936	353.0	1.0030068603488353	1.5477420140441718	0.33406858892878016	3.0057147974480283	1.0467703338198882	0.8119322297203009	0.6108239185422188	4.4690577998375725	3.5406674554053867	0.43305714849732563	0.591393941846627	0.7379945238576485	0.6510838394755795	0.9606684246552238	3.897098875747682	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1389.0
301000	-5033.732130929155	-696.0709183725477	-4337.661212556607	1.512146546754043	1.5121465467540376	824.0	1.3444042279919486	2.1863505100130403	0.21622420277534943	2.4702357129097527	0.8797375632654721	0.5497206768872497	0.45844009446729145	3.312081581822105	3.577322791010254	0.23145326366993998	0.5855547859325243	0.7308788252105857	0.6394173568852844	1.5448115351947738	2.9280574915215047	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1385.0
301500	-4975.8989527021895	-692.5480154772171	-4283.350937224973	1.5105606104600355	1.5105606104600284	872.0	0.9823149795515554	1.2361635501218255	0.2759953376389083	1.7878857284295921	0.6823849998994329	0.6468992232594475	0.6009441142162036	3.1382364970926155	2.501647089159042	0.3231915696251138	0.5006987164249097	0.6335432232944707	0.6213101152161851	0.8964640624467467	2.496764636615088	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1382.0
302000	-5014.700625480376	-646.9697131492665	-4367.73091233111	1.4075813186632822	1.4075813186632762	797.0	0.861930278718005	1.1258830064678769	0.10317837770319349	1.649263011658495	0.6570224497691446	0.4218904891855747	0.5135550671570915	2.3174879675126014	2.161806060268209	0.3038334046144347	0.3932882121531297	0.4240489696675283	0.5132743084209765	0.7721037397448097	2.048803846966473	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1333.0
302500	-5005.718439396269	-692.1777498363161	-4313.540689559953	1.5344562695764044	1.5344562695764052	1193.0	0.5115521252061457	0.6644187273800528	0.13989310642699915	0.8515468118062393	0.520085809528765	0.3498777281942186	0.2455296421801616	1.6978197406644253	1.500113583321561	0.2512209885491328	0.2929097638508191	0.2963200080299661	0.3047430918678552	0.6088836679065323	1.3267430900289279	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1416.0
303000	-4994.687382360647	-664.6134763323732	-4330.073906028273	1.467691081762512	1.467691081762508	381.0	0.6527536404813331	1.0226711579223968	0.1521052545116112	1.297842477637271	0.6280750262013384	0.2981161211296628	0.30940859932691683	2.1117647997319935	1.756105062083688	0.16008565757394588	0.3975210932320939	0.36021772449695993	0.4587131131804873	0.5361235008794751	1.7111781399066581	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1378.0
303500	-4970.401956456532	-751.1274196210508	-4219.274536835482	1.609254924090647	1.6092549240906568	23.0	0.8344171613549929	1.297986338561612	0.09550527844511505	1.4683459385812763	0.48092814011859736	0.25250077574847574	0.5777221311471665	2.112191492866426	2.294863083506921	0.2734383224389801	0.42507415101887663	0.5232025432144979	0.2981243393162544	0.7642245321151385	2.1530319574779955	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1401.0
304000	-4976.56657855009	-678.692929660914	-4297.8736488891755	1.4808434092332063	1.480843409233207	412.0	0.7329114791379805	1.2274759585791195	0.12524121472144656	1.6006340399715877	0.380253798324831	0.06939402213109272	0.6200827505184903	2.0781990097440333	1.6851743896053375	0.19717470091968525	0.5126034071755943	0.6761025052598151	0.43108228777029706	0.4659836639079614	2.1722572096991257	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1362.0
304500	-4984.164514993169	-673.5476897698239	-4310.616825223346	1.477596092528266	1.4775960925282676	1170.0	1.0186060192364286	0.9861058097085776	0.13945585384085132	1.3665356722512962	0.5914001216367034	0.455661513173369	0.4894807341909534	2.2036189919960805	2.177612016528187	0.18846995780876105	0.47867602825972233	0.5483532224503065	0.3975998566506662	0.6863443410515826	1.8899478121461433	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1350.0
305000	-5025.2241431397315	-666.8067760864461	-4358.4173670532855	1.4547146656625871	1.4547146656625873	1222.0	0.7619483252336262	1.183137911221005	0.17025635780804488	1.7568042365384187	0.9345677533688541	0.5448917232158952	0.31580483808675186	2.750362077408623	2.2834168880863444	0.2806724745804851	0.509520220119448	0.5133544040630954	0.7914924317303736	0.7781345976984719	2.5172385720775585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1407.0
305500	-5025.494900904076	-694.6616292445487	-4330.833271659527	1.5129415603482284	1.5129415603482204	1280.0	0.9691019286117705	1.137230927806364	0.12529277806268557	1.132644280868098	0.5012158150095319	0.44012112559103134	0.35455931238737587	2.092888659392396	2.249521129292727	0.30022452451758924	0.34776915734748126	0.45772521006349903	0.4722520116378019	0.7884562495218655	2.263775496650241	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1410.0
306000	-5004.170354007171	-689.4601786215192	-4314.710175385652	1.4991340669285969	1.4991340669285949	647.0	0.8011608332333643	1.4764897723672188	0.04354413689473825	2.375522862078588	0.7553700182050581	0.5626125233951783	0.4578526784766761	3.1209522498703377	2.5729021294395893	0.11718184592837787	0.8995509728923662	0.569677853569642	0.714883441898651	0.7316318964932328	2.5894003285449987	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1381.0
306500	-5040.271616526594	-691.7119204779688	-4348.5596960486255	1.4951454176081163	1.4951454176081211	1032.0	0.9920107417364782	1.7281057227862877	0.11093327059181064	2.069657972157561	0.8131763614895425	0.3708787494900504	0.8914571346721288	3.085521253100528	2.8797862162067314	0.12952351650268068	0.5114916051144788	0.8010334144049129	0.8663300464416241	0.7830662411111557	2.6461661698914094	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1364.0
307000	-5025.529078633026	-648.6600671384817	-4376.869011494545	1.4172151302277214	1.4172151302277152	942.0	0.5989831251055516	1.0433467894086526	0.39176258397730374	1.5335768830620593	0.8071030514157459	0.37492093387823955	0.5052785536465877	2.1247140900084585	2.037642775330328	0.1994825632754355	0.3803534702716571	0.5272494026973081	0.7988643490091545	0.7166031110598244	2.2228663831841757	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	14.0	0.0	1392.0
307500	-4988.11691738503	-703.1395741957363	-4284.977343189294	1.542013920182104	1.5420139201821	1369.0	0.9058136874253412	1.2428503793167864	0.1822143456531191	1.790143939220034	0.5966699641213697	0.3879807036828159	0.3675074141644723	2.3817894199741865	2.2736829707525374	0.12994319918877376	0.4126086257634059	0.5452169563938036	0.5266681753014707	1.0319371912387503	2.3086837525648907	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1418.0
308000	-4986.391342056419	-727.5454694484257	-4258.8458726079925	1.6054213446712378	1.6054213446712358	7.0	0.4646676479619993	0.912748590337741	0.16014717740166132	1.3940619310627667	0.31634780887562153	0.2528815141215984	0.3690681931243089	2.1356859602891847	1.5690900128180223	0.19688535977777766	0.44293014831388455	0.3600078684543777	0.3741226448256282	0.571157452890011	1.841218354139148	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1446.0
308500	-5060.704218206656	-710.9499485818858	-4349.75426962477	1.560422065026648	1.5604220650266507	1233.0	0.5366494421221824	1.0292489759199912	0.09746348847190521	1.07483137281436	0.363455698917799	0.23208263052659028	0.34998292131217046	1.8459020437785263	1.8012922841972385	0.2400576991199201	0.32526615959577815	0.4115954964061779	0.39909838426244415	0.5586961480020348	1.5947674808863963	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1436.0
309000	-5051.197870968466	-713.0570452590613	-4338.140825709405	1.5708908794097063	1.5708908794097047	202.0	0.6063291314362933	1.1395515495431472	0.10671759381287166	0.9375061520855401	0.30597857104262144	0.19461677929807045	0.37349680857306744	1.300535568202994	1.2911825131790209	0.1380903236187484	0.2203027385778155	0.16967395791403872	0.2901603927681892	0.4978886714021714	1.3974615405751392	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1434.0
309500	-5024.525039306201	-658.0021254885816	-4366.522913817619	1.4691547412751842	1.469154741275183	627.0	0.5654110220520713	0.8553056346112909	0.11212028091870593	1.2006963247848144	0.4060685168019149	0.21062411790745408	0.19650056484506412	1.4716553478003818	1.60056822633698	0.19057741280295393	0.2815650053230578	0.2824691420984207	0.4183523114661409	0.4682848711355705	1.3785350801195622	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1419.0
310000	-4976.397899269984	-711.3664222629484	-4265.031477007035	1.5523905660503898	1.5523905660504012	188.0	0.5944739741980246	1.0381676099501556	0.22488017946813751	1.467439338515855	0.35015632744734754	0.23589735556790148	0.31818625136821693	1.9623409495809985	1.416366446760413	0.14489796818943612	0.5849767538920079	0.4337617510621542	0.4306600022205916	0.6074415964919131	1.8327495831233171	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1389.0
310500	-4998.667653387138	-677.4675770532691	-4321.200076333868	1.4901582395953548	1.4901582395953563	1388.0	1.0951789712118396	1.26693282625276	0.24962818695250436	1.8481904782224015	0.5284775239633868	0.3926230811344249	0.5314969260753383	2.7119082354840054	2.4924464952618197	0.12823610786728032	0.42761898738147125	0.587656190251767	0.5819785586208785	0.9629557074492641	2.1359219116819768	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1386.0
311000	-5034.2599623051165	-699.597746059954	-4334.662216245162	1.536347690702006	1.5363476907020035	1320.0	1.1255610875105275	2.0222850670795944	0.23385078982881702	1.999533921205555	0.961204828266895	0.4354455076876992	0.7937739989285512	2.9790664967613867	3.2753314760656562	0.29553551486505697	0.9276899573384124	0.5484618060553699	0.5738673932240469	1.0691408847623687	2.758689218240473	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1418.0
311500	-5001.007206121145	-657.7805270616905	-4343.226679059455	1.4334611008857738	1.433461100885765	160.0	1.1691654351022687	1.583608424845476	0.2989985219856193	2.2590634408414396	0.6247319571505722	0.453029932503227	0.5756696249373353	3.33060042116682	2.788075206186123	0.36241490591607595	0.6238115827626505	0.823837125935525	0.4985035709056388	0.9694421814323988	3.142392163563133	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1381.0
312000	-5006.286056747252	-713.339268010796	-4292.946788736455	1.5428678655872696	1.5428678655872747	50.0	1.2215725108840667	1.3871067168263422	0.06385469182841441	2.093880579229966	0.8162900849768068	0.3923198000389941	0.6125406290137718	2.638096888498629	2.6283387870449437	0.3300083516603502	0.42056252355333296	0.8446397451912769	0.5589153261999917	0.8344302950650423	2.491417651672251	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1383.0
312500	-5007.305311168837	-675.3067788949662	-4331.99853227387	1.4665689179592856	1.466568917959283	1146.0	1.0806708333756139	1.7574581465667138	0.1225863660089373	2.032718409049476	0.7944173888583571	0.4741362631807303	0.494861970103692	2.9786612363800526	2.3689546007225286	0.2540383488277281	0.4517257784340373	0.4269475524298897	0.6927236940222082	0.9538918085801603	2.709421916874432	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1387.0
313000	-5040.22595043851	-644.158903890553	-4396.067046547957	1.3813653610863417	1.3813653610863397	766.0	0.7921530991871572	1.2593986228493381	0.3039905335176584	1.2630320568352496	0.6307631426417015	0.35441657867605236	0.40375371492712603	2.06979187962286	2.352360382476463	0.2968520733783531	0.41504671817015426	0.4538618584028995	0.6046301173382624	0.753754221934316	2.0176504553758763	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1383.0
313500	-4980.3027396318375	-677.4782557762031	-4302.824483855635	1.4970902739957141	1.4970902739957102	72.0	0.8845814116043241	1.376226770693303	0.3447005652400075	1.4484372823398355	0.6746335763831117	0.4563692701793793	0.5066167745975427	2.643323778787757	1.851524287595384	0.28145758583814146	0.4193687978067556	0.39824434480090964	0.4027216901835368	0.8224666242175445	2.0746603457662074	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	14.0	0.0	1389.0
314000	-5041.127359579307	-696.4037095947526	-4344.723649984555	1.5170155485151626	1.5170155485151628	542.0	1.0683182420867723	1.5777921973549596	0.270402603443115	2.0974602612374476	0.7086203884178118	0.30540074925445887	0.5339062290098868	2.8824191440465947	2.484879360625438	0.28052825031060025	0.6576110863421291	0.49821044689541183	0.6996400278506585	0.7855672204694093	2.564168293739727	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1383.0
314500	-4997.464213072051	-723.026499057095	-4274.437714014956	1.5955327520456533	1.5955327520456495	423.0	0.7082869413952749	1.1042731717490302	0.1926566695908882	1.59481688521982	0.5352183552958655	0.4630040694123304	0.5505975650586094	2.2634249980216126	1.8421158713512584	0.15236313114876734	0.4839991364870148	0.5569138904438322	0.5186487864439782	0.44112032550302704	1.7297633218447626	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1447.0
315000	-5022.782278885957	-698.5182548900485	-4324.264023995908	1.5155175418298787	1.5155175418298745	404.0	1.101256395375586	1.9288077512226705	0.3169076868342466	2.256749120038657	0.8137939314705627	0.7948373919848087	0.6197255851185204	4.116640235618909	2.9861628254184045	0.22788193390003142	0.5972454000360157	0.5321449077288498	0.5958930355465821	1.203042773411432	2.9381350663776997	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1375.0
315500	-4991.977824394781	-712.9713385891135	-4279.006485805668	1.5739768917728432	1.5739768917728394	1387.0	1.2857200276984033	1.842621556077784	0.20638707631735814	1.927993248827711	0.9558291636076243	0.4147703685195009	0.673446384614175	3.2522646991221134	2.891018013540944	0.29283258302845394	0.4508116298204036	0.8253349832188653	0.5866732747624569	1.059104344575998	2.378921473157364	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1399.0
316000	-4999.23509794936	-668.8126153147264	-4330.422482634634	1.4815461314450535	1.4815461314450515	612.0	1.0543345571879663	0.9746895400210321	0.20074897162617664	1.3354598939950577	0.5959251043693953	0.49210711591260553	0.5601266388087913	1.87988801944209	1.515747868868573	0.9191029899063375	0.28862660660140144	0.37275171040512506	0.41977710409269503	0.6928160454865181	1.673264330295196	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	14.0	0.0	1373.0
316500	-5040.604452366306	-725.8685263928019	-4314.735925973504	1.5610699312004122	1.5610699312004168	468.0	1.034933358501557	1.279174926221239	0.18964628789925017	1.6685935765520437	0.6164704430191992	0.20393243370158362	0.46339725531137865	2.2718478203283636	1.619531063819594	0.1759256540582397	0.7109003106978441	0.5735416435414982	0.8465945947075936	0.5202195499271789	2.270912232277814	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1431.0
317000	-5004.680826140039	-681.198102745474	-4323.482723394565	1.5117889475875215	1.511788947587533	901.0	0.9258418822763238	1.4700240206889965	0.24885243350767455	1.6871653878746036	0.8805586266361158	0.17573042971226766	0.40092122339314534	3.0072752253251545	2.4490090070466746	0.12707339150057692	0.4547658759140912	0.5857236406857396	0.635425414617398	0.8984246164732579	3.028281252212035	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1402.0
317500	-5009.718083301663	-697.7668314291952	-4311.951251872468	1.523669712850796	1.5236697128507972	893.0	1.1446734571163864	1.108143984226625	0.22320319695943555	1.6997365088833736	0.7459093395556056	0.584514035709661	0.5419897092955482	2.933994290416374	2.786083385049082	0.050353646587205855	0.45877925313712	0.3435659513246457	0.5600424806608765	0.63039862288352	2.342197280642313	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1393.0
318000	-5050.302492274262	-682.0229875492499	-4368.279504725012	1.4813432244972726	1.4813432244972748	676.0	0.951677062942486	1.1605319060118278	0.14959906977403603	1.4778862297675557	0.6854165457718657	0.3413779177978619	0.5791719035759516	2.5127293893847455	2.160865423003165	0.16569395985229515	0.40277692165661055	0.5916630577225026	0.4510243312111108	0.6882673291581755	1.650120262423273	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1403.0
318500	-5019.815683359242	-709.9655432067099	-4309.850140152532	1.5565033377413289	1.5565033377413224	477.0	0.7299129518167555	0.9998173604659103	0.15865227328626316	1.342078122098921	0.6357550769499174	0.26479973073205204	0.36069337280874847	2.3830128989180186	1.7924962345633495	0.22377191991630346	0.4599131058364176	0.31871594996865926	0.4784271333116826	0.8262760993326825	2.089107336106328	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1396.0
